price;seller;fue;gear;miles;year_model;type;wheels;hpower;color;engine;date_traffic;brand;model;region;;
389900;Företag;Miljöbränsle/Hybrid;Automat;5500;2023;SUV;Tvåhjulsdriven;214;Grå;1477;2023-06-13;Volvo;XC40;Skåne;;
379900;Företag;Diesel;Automat;4799;2023;Kombi;Tvåhjulsdriven;200;Grå;1969;2023-05-08;Volvo;V60;Skåne;;
299900;Företag;Diesel;Automat;9035;2019;SUV;Tvåhjulsdriven;192;Svart;1969;2018-08-15;Volvo;XC60;Skåne;;
369500;Företag;Diesel;Automat;10099;2022;Kombi;Fyrhjulsdriven;198;Svart;1969;2023-03-25;Volvo;V90;Skåne;;
319900;Företag;Bensin;Automat;2828;2022;SUV;Tvåhjulsdriven;131;Svart;1477;2022-03-14;Volvo;XC40;Skåne;;
328500;Företag;Bensin;Automat;12778;2020;SUV;Tvåhjulsdriven;253;Vit;1969;2019-12-30;Volvo;XC60;Skåne;;
409500;Företag;El;Automat;167;2025;SUV;Tvåhjulsdriven;275;Grå;NA;2024-07-26;Volvo;EX30;Skåne;;
529500;Företag;El;Automat;1677;2025;SUV;Tvåhjulsdriven;256;Svart;NA;2024-05-28;Volvo;EX40;Skåne;;
579500;Företag;Miljöbränsle/Hybrid;Automat;6585;2022;SUV;Fyrhjulsdriven;463;Grå;1969;2021-12-22;Volvo;XC60;Skåne;;
529500;Företag;El;Automat;827;2025;SUV;Tvåhjulsdriven;256;Ljusbrun;NA;2024-06-12;Volvo;EC40;Skåne;;
509500;Företag;El;Automat;135;2025;SUV;Tvåhjulsdriven;275;Gul;NA;2024-08-02;Volvo;EX30;Skåne;;
389900;Företag;Diesel;Automat;7500;2019;SUV;Fyrhjulsdriven;192;Vit;1969;2018-05-15;Volvo;V90 Cross Country;Skåne;;
354000;Företag;El;Automat;5514;2022;SUV;Tvåhjulsdriven;234;Grön;NA;2022-01-14;Volvo;XC40;Skåne;;
25000;Privat;Bensin;Automat;26191;2000;Kombi;Tvåhjulsdriven;200;Röd;2435;2003-09-05;Volvo;V70;Västmanland;;
359900;Företag;El;Automat;2652;2022;SUV;Tvåhjulsdriven;234;Svart;NA;2022-03-23;Volvo;XC40;Västmanland;;
379900;Företag;Miljöbränsle/Hybrid;Automat;13105;2021;SUV;Fyrhjulsdriven;398;Mörkblå;1969;2021-01-29;Volvo;XC60;Västmanland;;
729900;Företag;Miljöbränsle/Hybrid;Automat;1433;2025;SUV;Fyrhjulsdriven;463;Svart;1969;2024-10-15;Volvo;XC60;Västmanland;;
349900;Företag;El;Automat;7327;2022;SUV;Tvåhjulsdriven;234;Vit;NA;2022-03-04;Volvo;XC40;Västmanland;;
23000;Privat;Diesel;Manuell;37 023;2002;Sedan;Tvåhjulsdriven;164;Blå;2401;2001-09-25;Volvo;S60;Västmanland;;
22000;Privat;Bensin;Automat;24 900;2001;Coupé;Tvåhjulsdriven;164;Grå;1984;2001-08-07;Volvo;C70;Västmanland;;
319000;Företag;Bensin;Automat;6 612;2021;SUV;Fyrhjulsdriven;198;Svart;1969;2020-11-26;Volvo;XC40;Västmanland;;
54900;Privat;Diesel;Manuell;21 479;2011;Kombi;Tvåhjulsdriven;109;Svart;1560;2010-12-21;Volvo;V70;Västmanland;;
145000;Privat;Bensin;Manuell;10 000;2016;Halvkombi;Tvåhjulsdriven;123;Svart;1969;2015-09-15;Volvo;V40;Västmanland;;
29000;Privat;Bensin;Automat;30 163;2005;Kombi;Tvåhjulsdriven;210;Grå;2521;2004-11-23;Volvo;V70;Västmanland;;
44000;Privat;Diesel;Manuell;25 885;2012;Kombi;Tvåhjulsdriven;116;Svart;1560;2012-07-05;Volvo;V50;Västmanland;;
42 000 ;Privat;Diesel;Manuell;25 005;2010;Kombi;Tvåhjulsdriven;136;Svart;1997;2010-02-26;Volvo;V50;Västmanland;;
219900;Företag;Diesel;Automat;13 458;2017;Kombi;Tvåhjulsdriven;225;Röd;1969;2016-09-12;Volvo;V60;Västmanland;;
238900;Företag;Diesel;Automat;16 360;2021;Kombi;Tvåhjulsdriven;198;Svart;1969;2021-03-29;Volvo;V60;Västmanland;;
264900;Företag;Diesel;Automat;12 865;2019;SUV;Fyrhjulsdriven;150;Grå;1969;2018-09-14;Volvo;XC40;Västmanland;;
369900;Företag;Miljöbränsle/Hybrid;Automat;16 402;2017;SUV;Fyrhjulsdriven;320;Svart;1969;2016-06-01;Volvo;XC90;Västmanland;;
144700;Företag;Diesel;Automat;18 500;2014;Halvkombi;Tvåhjulsdriven;150;Brun;1984;2013-08-07;Volvo;V40 Cross Country;Västmanland;;
479000;Företag;Miljöbränsle/Hybrid;Automat;4 395;2023;SUV;Fyrhjulsdriven;355;Svart;1969;2023-02-17;Volvo;XC60;Västmanland;;
425000;Företag;Miljöbränsle/Hybrid;Automat;10 274;2022;SUV;Fyrhjulsdriven;340;Svart;1969;2021-09-20;Volvo;XC60;Västmanland;;
35000;Privat;Diesel;Manuell;29 299;2012;Kombi;Tvåhjulsdriven;116;Röd;1560;2011-11-16;Volvo;V50;Västmanland;;
224800;Företag;Diesel;Automat;13 655;2019;Kombi;Tvåhjulsdriven;150;Mörkbrun;1969;2018-10-01;Volvo;V60;Västmanland;;
144800;Företag;Diesel;Automat;12 420;2014;Kombi;Tvåhjulsdriven;181;Svart;1969;2014-04-10;Volvo;V61;Västmanland;;
179000;Företag;Diesel;Automat;16 310;2016;Kombi;Fyrhjulsdriven;192;vit;2400;2015-08-31;Volvo;V60 Cross Country;Västmanland;;
429000;Företag;Miljöbränsle/Hybrid;Automat;3 214;2023;SUV;Tvåhjulsdriven;214;Grå;1477;2022-12-14;Volvo;XC40;Västmanland;;
329900;Företag;Miljöbränsle/Hybrid;Automat;14 400;2021;SUV;Fyrhjulsdriven;344;Silver;1969;2020-09-10;Volvo;XC60;Västmanland;;
479900;Företag;Miljöbränsle/Hybrid;Automat;3 902;2022;Kombi;Fyrhjulsdriven;463;Svart;1969;2022-02-15;Volvo;V60;Västmanland;;
389900;Företag;Miljöbränsle/Hybrid;Automat;10 376;2019;SUV;Fyrhjulsdriven;398;Silver;1969;2018-12-14;Volvo;XC60;Västmanland;;
839 900 ;Företag;Miljöbränsle/Hybrid;Automat;2 265;2025;SUV;Fyrhjulsdriven;463;Grå;1969;2024-06-14;Volvo;XC90;Västmanland;;
229900;Företag;Diesel;Manuell;12 176;2020;SUV;Tvåhjulsdriven;151;Svart;1969;2019-10-16;Volvo;XC40;Västmanland;;
304900;Företag;Bensin;Automat;9 858;2019;Kombi;Tvåhjulsdriven;253;Vit;1969;2019-01-31;Volvo;V60;Västmanland;;
349900;Företag;Miljöbränsle/Hybrid;Automat;15 352;2022;Kombi;Fyrhjulsdriven;344;Vit;1969;2021-09-27;Volvo;V90;Västmanland;;
599900;Företag;Diesel;Automat;9 277;2022;SUV;Fyrhjulsdriven;238;Grå;1969;2022-02-24;Volvo;XC90;Västmanland;;
169500;Företag;Miljöbränsle/Hybrid;Automat;16 024;2016;Kombi;Fyrhjulsdriven;234;Svart;2400;2015-12-29;Volvo;V60;Västmanland;;
359900;Företag;El;Automat;6 200;2022;SUV;Tvåhjulsdriven;234;Grön;NA;2022-03-31;Volvo;XC40;Västmanland;;
214400;Företag;Diesel;Automat;12 465;2016;Kombi;Fyrhjulsdriven;192;Grå;2400;2015-10-28;Volvo;V60;Västmanland;;
389900;Företag;El;Automat;3 263;2022;SUV;Tvåhjulsdriven;234;Vit;NA;2022-02-03;Volvo;XC40;Västmanland;;
279900;Företag;Bensin;Automat;15 779;2020;Sedan;Tvåhjulsdriven;253;Mörkgrå;1969;2019-09-04;Volvo;S60;Västmanland;;
394900;Företag;Miljöbränsle/Hybrid;Automat;6 085;2022;Kombi;Fyrhjulsdriven;355;Svart;1969;2022-03-28;Volvo;V60;Västmanland;;
174900;Företag;Bensin;Manuell;13 090;2017;Sedan;Tvåhjulsdriven;154;vit;1969;2016-12-22;Volvo;S60;Västmanland;;
389900;Företag;Diesel;Automat;3 382;2024;Kombi;Tvåhjulsdriven;200;Grå;1969;2023-12-11;Volvo;V60;Västmanland;;
209000;Företag;Diesel;Manuell;4 686;2017;Sedan;Tvåhjulsdriven;151;vit;1969;2016-11-29;Volvo;S60 Cross Country;Västmanland;;
194900;Företag;Diesel;Automat;19 800;2017;Kombi;Tvåhjulsdriven;191;Silver;1969;2016-11-01;Volvo;V90;Västmanland;;
49900;Företag;Miljöbränsle/Hybrid;Automat;31 775;2009;Kombi;Tvåhjulsdriven;200;Blå;2521;2009-02-27;Volvo;V70;Västmanland;;
299900;Företag;Diesel;Automat;12 347;2017;Kombi;Fyrhjulsdriven;238;Grå;1969;2017-11-10;Volvo;V90;Västmanland;;
329900;Företag;Bensin;Automat;3 192;2022;SUV;Tvåhjulsdriven;131;Mörkblå;1477;2022-05-31;Volvo;XC40;Västmanland;;
339900;Företag;El;Automat;8 681;2022;SUV;Tvåhjulsdriven;234;Vit;NA;2022-01-27;Volvo;XC40;Västmanland;;
94800;Företag;Diesel;Manuell;22 606;2014;Kombi;Tvåhjulsdriven;116;Svart;1560;2013-12-30;Volvo;V60;Västmanland;;
309500;Företag;Miljöbränsle/Hybrid;Automat;10 500;2022;SUV;Tvåhjulsdriven;211;Svart;211;2022-01-19;Volvo;XC40;Västmanland;;
204800;Företag;Bensin;Automat;8426;2017;kombi;Tvåhjulsdriven;153;Röd;1498;2017-04-07;volvo;V60;Örebro;;
420000;privat;El;Automat;3300;2023;SUV;Tvåhjulsdriven;232;Vit;NA;2023-06-05;volvo;XC40;Örebro;;
294800;Företag;Diesel;Automat;10993;2021;SUV;Tvåhjulsdriven;150;Svart;1969;2020-08-04;volvo;XC40;Örebro;;
269800;Företag;Diesel;Automat;15269;2020;kombi;Tvåhjulsdriven;191;Svart;1969;2022-10-12;volvo;V60;Örebro;;
266900;Företag;Diesel;Automat;18425;2020;kombi;Fyrhjulsdriven;191;Svart;1969;2019-12-27;volvo;V90;Örebro;;
537900;Företag;Miljöbränsle/Hybrid;Automat;2583;2024;SUV;Fyrhjulsdriven;253;Ljusgrå;1969;2024-01-19;volvo;XC60;Örebro;;
359900;Företag;Miljöbränsle/Hybrid;Automat;9635;2022;SUV;Tvåhjulsdriven;180;Mörkblå;1477;2022-03-29;volvo;XC40;Örebro;;
329900;Företag;Miljöbränsle/Hybrid;Automat;6844;2021;kombi;Fyrhjulsdriven;253;Vit;1969;2021-02-22;volvo;V60;Örebro;;
339900;Företag;Miljöbränsle/Hybrid;Automat;10054;2022;kombi;Fyrhjulsdriven;253;Grå;1969;2023-02-01;volvo;V60;Örebro;;
719900;Företag;Miljöbränsle/Hybrid;Automat;3457;2023;SUV;Fyrhjulsdriven;310;Grå;1969;2023-04-17;volvo;XC90;Örebro;;
419800;Företag;Miljöbränsle/Hybrid;Automat;10333;2023;kombi;Fyrhjulsdriven;456;Svart;1969;2022-12-02;volvo;V60;Örebro;;
129800;Företag;Diesel;Manuell;12790;2016;Halvkombi;Tvåhjulsdriven;120;Vit;1969;2016-05-06;volvo;V40;Örebro;;
328800;Företag;Miljöbränsle/Hybrid;Automat;10533;2022;kombi;Fyrhjulsdriven;350;Svart;1969;2022-04-04;volvo;V60;Örebro;;
169800;Företag;Diesel;Automat;24903;2016;SUV;Fyrhjulsdriven;221;Silver;2400;2015-05-13;volvo;XC60;Örebro;;
349800;Företag;Diesel;Automat;18815;2016;SUV;Fyrhjulsdriven;225;Vit;1969;2016-02-22;volvo;XC90;Örebro;;
239800;Företag;Diesel;Automat;12699;2020;kombi;Tvåhjulsdriven;150;Vit;1969;2019-11-04;volvo;V90;Örebro;;
289800;Företag;Diesel;Automat;21982;2016;SUV;Fyrhjulsdriven;225;Silver;1969;2016-01-13;volvo;XC90;Örebro;;
149800;Företag;Diesel;Automat;14698;2016;Halvkombi;Tvåhjulsdriven;120;Silver;1969;2015-11-30;volvo;V40;Örebro;;
424800;Företag;Bensin;Automat;12175;2018;SUV;Fyrhjulsdriven;320;svart;1969;2017-11-10;volvo;XC90;Örebro;;
429800;Företag;Diesel;Automat;6881;2020;SUV;Fyrhjulsdriven;198;svart;1969;2020-03-27;volvo;XC60;Örebro;;
215000;privat;Diesel;Automat;12500;2017;SUV;Tvåhjulsdriven;191;Grå;1969;2016-11-25;volvo;XC60;Örebro;;
295000;privat;Miljöbränsle/Hybrid;Automat;6575;2020;kombi;Fyrhjulsdriven;340;Vit;1969;2020-10-01;volvo;V60;Örebro;;
249000;privat;Diesel;Automat;20752;2018;kombi;Fyrhjulsdriven;191;Vit;1969;2017-06-07;volvo;V90;Örebro;;
169800;Företag;Diesel;Automat;15008;2017;Halvkombi;Tvåhjulsdriven;150;Grå;1969;2016-05-24;volvo;V40;Örebro;;
318900;Företag;Diesel;Automat;12310;2020;SUV;Fyrhjulsdriven;191;Grå;1969;2019-12-18;volvo;XC40;Örebro;;
149900;Företag;Diesel;Manuell;28614;2016;kombi;Fyrhjulsdriven;181;Svart;2400;2016-02-12;volvo;XC70;Örebro;;
269900;Företag;El;Automat;14710;2022;SUV;Tvåhjulsdriven;234;Mörkblå;NA;2022-01-24;volvo;XC40;Örebro;;
459900;Företag;Miljöbränsle/Hybrid;Automat;7328;2023;SUV;Fyrhjulsdriven;253;Grå;1969;2022-12-08;volvo;XC60;Örebro;;
298800;Företag;Bensin;Automat;9297;2019;SUV;Tvåhjulsdriven;191;Svart;1969;2019-06-13;volvo;XC40;Örebro;;
179400;Företag;Diesel;Automat;9741;2017;Halvkombi;Tvåhjulsdriven;120;Vit;1969;2017-03-21;volvo;V40;Örebro;;
269900;Företag;Diesel;Automat;18309;2021;SUV;Fyrhjulsdriven;198;Vit;1969;2021-03-31;volvo;XC40;Örebro;;
214800;Företag;Diesel;Automat;8978;2016;kombi;Fyrhjulsdriven;191;Vit;2400;2015-05-13;volvo;V60;Örebro;;
225000;Företag;Diesel;Automat;21511;2020;kombi;Fyrhjulsdriven;191;Vit;1969;2020-01-30;volvo;V60 Cross Country;Örebro;;
184900;Företag;Diesel;Automat;18178;2018;kombi;Tvåhjulsdriven;191;Svart;1969;2017-06-19;volvo;V90;Örebro;;
534900;Företag;Miljöbränsle/Hybrid;Automat;3951;2023;SUV;Fyrhjulsdriven;350;Ljusgrå;1969;2023-02-01;volvo;XC60;Örebro;;
410000;privat;Miljöbränsle/Hybrid;Automat;7701;2020;SUV;Fyrhjulsdriven;392;Grå;1969;2019-12-23;volvo;XC60;Örebro;;
279900;Företag;Diesel;Automat;13605;2022;kombi;Tvåhjulsdriven;198;Svart;1969;2022-02-28;volvo;V90;Örebro;;
70000;privat;Diesel;Automat;24262;2010;kombi;Tvåhjulsdriven;176;Blå;2400;2010-02-16;volvo;V70;Örebro;;
87000;privat;Diesel;Manuell;17310;2014;Halvkombi;Tvåhjulsdriven;116;Vit;1560;2013-10-10;volvo;V40;Örebro;;
68000;privat;Miljöbränsle/Hybrid;Automat;35440;2013;kombi;Tvåhjulsdriven;214;Blå;1984;2012-07-25;volvo;V70;Örebro;;
119000;Företag;Diesel;Automat;20600;2013;SUV;Tvåhjulsdriven;164;Ljusgrå;1984;2013-02-19;volvo;XC60;Örebro;;
74900;Företag;Miljöbränsle/Hybrid;Automat;23730;2011;kombi;Tvåhjulsdriven;232;Ljusgrå;2521;2010-09-14;volvo;V70;Örebro;;
134900;Företag;Diesel;Automat;19999;2015;Halvkombi;Tvåhjulsdriven;191;Grå;1969;2014-10-06;volvo;V40;Örebro;;
51900;privat;Diesel;Manuell;27873;2011;kombi;Tvåhjulsdriven;109;Svart;1560;2010-11-19;volvo;V70;Örebro;;
79800;Företag;Diesel;Manuell;29910;2011;SUV;Tvåhjulsdriven;164;Brun;1984;2010-09-30;volvo;XC60;Örebro;;
155900;Företag;Diesel;Automat;24927;2014;SUV;Fyrhjulsdriven;181;Vit;2400;2014-03-18;volvo;XC60;Örebro;;
148800;Företag;Diesel;Manuell;11500;2015;Sedan;Tvåhjulsdriven;115;Vit;1560;2014-08-26;volvo;V40 Cross Country;Örebro;;
198000;Företag;Diesel;Automat;15500;2014;kombi;Fyrhjulsdriven;215;Svart;2400;2013-08-09;volvo;XC70;Örebro;;
129800;Företag;Diesel;Manuell;15884;2012;kombi;Tvåhjulsdriven;164;Blå;1984;2012-03-13;volvo;V70;Örebro;;
135100;Företag;Diesel;Automat;21378;2014;kombi;Fyrhjulsdriven;230;Svart;2400;2014-01-22;volvo;V60;Örebro;;
37900;Privat;Bensin;Automat;29 900;2005;Kombi;Tvåhjulsdriven;170;Ljusgrå;2435;2004-10-28;Volvo;V70;Östergötland;;
55000;Privat;Diesel;Manuell;21 200;2010;Kombi;Tvåhjulsdriven;136;Grå;1997;2010-03-16;Volvo;V50;Östergötland;;
95999;Privat;Diesel;Manuell;20 077;2014;Halvkombi;Tvåhjulsdriven;116;Silver;1560;2014-06-03;Volvo;V40;Östergötland;;
238900;Företag;Bensin;Automat;6 201;2019;Halvkombi;Tvåhjulsdriven;153;Blå;1498;2019-01-29;Volvo;V40;Östergötland;;
298900;Företag;Diesel;Automat;13 287;2019;SUV;Fyrhjulsdriven;191;Svart;1969;2018-09-17;Volvo;XC60;Östergötland;;
235000;Företag;Diesel;Automat;13 500;2018;Kombi;Fyrhjulsdriven;150;Svart;1969;2017-05-29;Volvo;V90;Östergötland;;
299900;Företag;Diesel;Automat;21 860;2017;SUV;Fyrhjulsdriven;236;Silver;1969;2017-03-29;Volvo;XC90;Östergötland;;
220000;Privat;Diesel;Automat;20 500;2015;Kombi;Fyrhjulsdriven;181;Vit;2400;2014-10-30;Volvo;XC70;Östergötland;;
344800;Företag;Diesel;Automat;3 050;2022;Kombi;Tvåhjulsdriven;198;Silver;1969;2021-12-27;Volvo;V60;Östergötland;;
474800;Företag;Miljöbränsle/Hybrid;Automat;5 794;2022;SUV;Fyrhjulsdriven;253;Mörkblå;1969;2022-02-18;Volvo;XC60;Östergötland;;
259000;Företag;Bensin;Manuell;3 928;2022;SUV;Tvåhjulsdriven;130;Svart;1477;2022-02-11;Volvo;XC40;Östergötland;;
539000;Företag;Miljöbränsle/Hybrid;Automat;656;2023;Sedan;Fyrhjulsdriven;310;Svart;1969;2024-05-24;Volvo;S60;Östergötland;;
212800;Företag;Diesel;Manuell;8 279;2019;Kombi;Tvåhjulsdriven;150;Grå;1969;2018-06-27;Volvo;V40 Cross Country;Östergötland;;
334900;Företag;Bensin;Automat;5 044;2024;Kombi;Tvåhjulsdriven;198;Svart;1969;2023-06-27;Volvo;V60;Östergötland;;
359500;Företag;El;Automat;6 343;2023;SUV;Tvåhjulsdriven;232;Ljusgrå;NA;2022-11-25;Volvo;XC40;Östergötland;;
12500;Privat;Miljöbränsle/Hybrid;Manuell;24 693;2008;Kombi;Tvåhjulsdriven;126;Brun;1798;2008-05-20;Volvo;V50;Östergötland;;
459800;Företag;Diesel;Automat;7 194;2022;SUV;Tvåhjulsdriven;198;Mörkblå;1969;2021-06-30;Volvo;XC60;Östergötland;;
299500;Företag;Bensin;Automat;7 687;2022;SUV;Tvåhjulsdriven;198;Mörkblå;1969;2022-01-25;Volvo;XC40;Östergötland;;
30000;Privat;Bensin;Manuell;42112;1997;Sedan;Tvåhjulsdriven;135;Blå;2316;1996-11-19;Volvo;940;Östergötland;;
26000;Privat;Diesel;Manuell;29800;2012;Kombi;Tvåhjulsdriven;116;Vit;1560;2011-05-13;Volvo;V50;Östergötland;;
199900;Företag;Diesel;Automat;9 280;2014;SUV;Tvåhjulsdriven;164;Brun;1984;2014-02-28;Volvo;XC60;Östergötland;;
69900;Företag;Diesel;Manuell;19 000;2011;Kombi;Tvåhjulsdriven;116;Grå;1560;2011-04-26;Volvo;V60;Östergötland;;
358900;Företag;Bensin;Automat;4 534;2024;SUV;Tvåhjulsdriven;164;Svart;1969;2023-09-19;Volvo;XC40;Östergötland;;
529000;Företag;Miljöbränsle/Hybrid;Automat;5 692;2020;SUV;Fyrhjulsdriven;304;Mörkgrå;1969;2019-11-26;Volvo;XC90;Östergötland;;
349800;Företag;Diesel;Automat;8 605;2021;Kombi;Tvåhjulsdriven;198;Grå;1969;2021-03-29;Volvo;V90;Östergötland;;
489900;Företag;Miljöbränsle/Hybrid;Automat;2 092;2022;Kombi;Fyrhjulsdriven;310;Vit;1969;2022-03-17;Volvo;V60;Östergötland;;
499900;Företag;Diesel;Automat;8 845;2023;Kombi;Fyrhjulsdriven;198;Svart;1969;2023-02-14;Volvo;V90 Cross Country;Östergötland;;
50000;Privat;Diesel;Manuell;28 049;2006;Kombi;Tvåhjulsdriven;164;Röd;2400;2006-08-18;Volvo;V70;Östergötland;;
99900;Företag;Diesel;Automat;22 286;2012;Kombi;Tvåhjulsdriven;164;Ljusbrun;1984;2011-07-07;Volvo;V60;Östergötland;;
279800;Företag;Miljöbränsle/Hybrid;Automat;12 000;2021;Kombi;Fyrhjulsdriven;253;Vit;1969;2020-09-11;Volvo;V60;Östergötland;;
299500;Företag;Bensin;Automat;12 699;2020;Kombi;Fyrhjulsdriven;253;Svart;1969;2019-11-07;Volvo;V60;Östergötland;;
145000;Privat;Diesel;Manuell;18 939;2018;Halvkombi;Tvåhjulsdriven;150;Brun;1969;2017-06-30;Volvo;V40 Cross Country;Östergötland;;
22900;Privat;Diesel;Manuell;35 223;2010;Kombi;Tvåhjulsdriven;109;Grå;1560;2010-02-17;Volvo;V50;Östergötland;;
74900;Företag;Diesel;Manuell;11800;2010;Kombi;Tvåhjulsdriven;109;Vit;1560;2009-11-25;Volvo;V50;Östergötland;;
219500;Företag;Bensin;Automat;14 223;2019;Kombi;Tvåhjulsdriven;191;Silver;1969;2019-05-03;Volvo;V90;Östergötland;;
39990;Företag;Diesel;Manuell;23 100;2010;Kombi;Tvåhjulsdriven;109;Blå;1560;2009-10-15;Volvo;V50;Östergötland;;
49990;Företag;Diesel;Automat;30310;2009;Kombi;Tvåhjulsdriven;164;Ljusbrun;2400;2008-07-10;Volvo;V70;Östergötland;;
69900;Privat;Diesel;Manuell;25 795;2011;Kombi;Tvåhjulsdriven;109;Svart;1560;2010-12-28;Volvo;V70;Östergötland;;
74900;Företag;Miljöbränsle/Hybrid;Automat;22 416;2010;Kombi;Tvåhjulsdriven;232;Grå;2521;2009-07-08;Volvo;V70;Östergötland;;
289000;Företag;Diesel;Automat;11 752;2020;SUV;Tvåhjulsdriven;191;Grå ;1969;2020-04-01;Volvo;XC60;Östergötland;;
559000;Företag;El;Automat;759;2025;SUV;Tvåhjulsdriven;256;Ljusbrun;NA;2024-05-03;Volvo;EX40;Östergötland;;
559000;Företag;El;Automat;670;2025;SUV;Tvåhjulsdriven;256;Ljusbrun;NA;2024-05-29;Volvo;EC40;Östergötland;;
499000;Företag;Bensin;Automat;9 916;2021;SUV;Fyrhjulsdriven;253;Svart;1969;2020-07-20;Volvo;XC90;Östergötland;;
509000;Företag;El;Automat;800;2024;SUV;Tvåhjulsdriven;256;Vit;NA;2023-12-28;Volvo;C40;Östergötland;;
609000;Företag;El;Automat;1 225;2025;SUV;Fyrhjulsdriven;414;Vit;NA;2024-05-28;Volvo;EC40;Östergötland;;
679000;Företag;Miljöbränsle/Hybrid;Automat;975;2025;SUV;Fyrhjulsdriven;463;Svart;1969;2024-06-28;Volvo;XC60;Östergötland;;
99800;Företag;Diesel;Manuell;27 070;2014;Sedan;Tvåhjulsdriven;116;Svart;1560;2014-04-16;Volvo;S60;Östergötland;;
69000;Privat;Diesel;Manuell;27 161;2011;Kombi;Tvåhjulsdriven;109;Röd;1560;2010-08-19;Volvo;V70;Östergötland;;
208800;Företag;Diesel;Automat;11 189;2018;Sedan;Tvåhjulsdriven;150;Grå;1969;2017-10-10;Volvo;S60 Cross Country;Östergötland;;
168900;Företag;Bensin;Automat;11368;2017;Halvkombi;Tvåhjulsdriven;123;Svart;1498;2016-12-30;Volvo;V40;Östergötland;;
223900;Privat;Diesel;Automat;13490;2019;Kombi;Tvåhjulsdriven;150;Svart;1969;2018-10-01;Volvo;V60;Västernorrland;;
458900;Företag;Miljöbränsle/hybrid;Automat;6748;2023;SUV;Fyrhjulsdriven;350;Svart;1969;2022-11-15;Volvo;XC60;Västernorrland;;
129900;Företag;Diesel;Manuell;24200;2012;SUV;Fyrhjulsdriven;164;Svart;2400;2011-06-30;Volvo;XC60;Västernorrland;;
349800;Företag;Diesel;Automat;13188;2022;SUV;Fyrhjulsdriven;198;Vit;1969;2021-10-08;Volvo;XC60;Västernorrland;;
369800;Företag;Diesel;Automat;3687;2021;Kombi;Tvåhjulsdriven;198;Mörkblå;1969;2021-06-01;Volvo;V90;Västernorrland;;
16999;Privat;Diesel;Manuell;47000;2005;Sedan;Tvåhjulsdriven;164;Brun;2401;2004-12-08;Volvo;S60;Västernorrland;;
338900;Företag;Diesel;Automat;7450;2021;Kombi;Fyrhjulsdriven;191;Silver;1969;2020-10-27;Volvo;V60 Cross Country;Västernorrland;;
478900;Företag;Miljöbränsle/hybrid;Automat;8034;2021;Kombi;Fyrhjulsdriven;406;Grå;1969;2021-03-29;Volvo;V60;Västernorrland;;
234800;Företag;Diesel;Automat;19221;2017;Kombi;Fyrhjulsdriven;191;Svart;1969;2017-02-23;Volvo;V90 Cross Country;Västernorrland;;
199900;Företag;Diesel;Automat;5873;2014;Kombi;Fyrhjulsdriven;164;Vit;2400;2013-12-05;Volvo;V60;Västernorrland;;
329800;Företag;Diesel;Automat;8266;2021;Kombi;Fyrhjulsdriven;198;Svart;1969;2021-01-14;Volvo;V90;Västernorrland;;
160000;Privat;Diesel;Manuell;30000;1991;Kombi;Tvåhjulsdriven;NA;Blå;NA;NA;Volvo;960;Västernorrland;;
378700;Företag;Miljöbränsle/hybrid;Automat;9330;2022;SUV;Fyrhjulsdriven;198;Svart;1969;2022-02-10;Volvo;XC60;Västernorrland;;
5000;Privat;Bensin;Manuell;36176;2004;Kombi;Tvåhjulsdriven;141;Blå;2435;2004-06-16;Volvo;V50;Västernorrland;;
519800;Företag;Bensin;Automat;0;2024;Kombi;Fyrhjulsdriven;253;Grå;1969;2024-08-28;Volvo;V60 Cross Country;Västernorrland;;
460000;Företag;Miljöbränsle/hybrid;Automat;10300;2023;SUV;Fyrhjulsdriven;355;Vit;1969;2022-10-14;Volvo;XC60;Västernorrland;;
349900;Företag;Bensin;Automat;6258;2022;SUV;Fyrhjulsdriven;200;Svart;1969;2022-06-23;Volvo;XC40;Västernorrland;;
439000;Företag;Diesel;Automat;4600;2023;Kombi;Fyrhjulsdriven;200;Grå;1969;2022-12-06;Volvo;V60 Cross Country;Västernorrland;;
289900;Företag;Diesel;Automat;13400;2018;Kombi;Fyrhjulsdriven;150;Svart;1969;2018-02-07;Volvo;V90;Västernorrland;;
149900;Företag;Diesel;Automat;21961;2015;Kombi;Fyrhjulsdriven;181;Blå;2400;2014-12-10;Volvo;V60;Västernorrland;;
269900;Företag;Diesel;Automat;14288;2017;Kombi;Fyrhjulsdriven;236;Vit;1969;2016-11-18;Volvo;V90;Västernorrland;;
349900;Företag;Diesel;Automat;6153;2018;Kombi;Tvåhjulsdriven;191;Svart;1969;2018-06-01;Volvo;V90;Västernorrland;;
539900;Företag;Miljöbränsle/hybrid;Automat;4695;2023;SUV;Fyrhjulsdriven;355;Mörkblå;1969;2023-05-15;Volvo;XC60;Västernorrland;;
279800;Företag;Diesel;Automat;14134;2019;SUV;Fyrhjulsdriven;191;Svart;1969;2019-02-08;Volvo;XC40;Västernorrland;;
528900;Företag;Bensin;Automat;5725;2022;SUV;Fyrhjulsdriven;251;Grå;1969;2021-10-08;Volvo;XC90;Västernorrland;;
419800;Företag;Miljöbränsle/hybrid;Automat;11647;2023;SUV;Fyrhjulsdriven;355;Svart;1969;2022-07-22;Volvo;XC60;Västernorrland;;
