price;seller;fue;gear;miles;year_model;type;wheels;hpower;color;engine;date_traffic;brand;model;region;;
358000;Företag;Bensin;Automat;7383;2020;SUV;Fyrhjulsdriven;253;Mörkblå;1969;2019-10-10;Volvo;XC60;Västernorrland;;
53000;Privat;Diesel;Automat;26650;2007;Sedan;Tvåhjulsdriven;185;Svart;2400;2007-05-18;Volvo;S80;Västernorrland;;
8000;Privat;Bensin;Manuell;26156;1985;Kombi;Tvåhjulsdriven;104;Grå;1986;1985-02-04;Volvo;245;Västernorrland;;
157000;Privat;Diesel;Manuell;17070;2014;SUV;Tvåhjulsdriven;181;Silver;1969;2014-05-06;Volvo;XC60;Västernorrland;;
249900;Företag;Diesel;Automat;13059;2019;Kombi;Fyrhjulsdriven;191;Mörkblå;1969;2019-02-21;Volvo;V90;Västernorrland;;
269900;Företag;Miljöbränsle/hybrid;Automat;13800;2021;Kombi;Fyrhjulsdriven;340;Vit;1969;2021-01-12;Volvo;V60;Västernorrland;;
409500;Företag;Diesel;Automat;3438;2023;Kombi;Tvåhjulsdriven;200;Silver;1969;2023-07-06;Volvo;V60;Västernorrland;;
100;Företag;Diesel;Automat;32167;2013;Kombi;Tvåhjulsdriven;164;Röd;1984;2012-11-23;Volvo;V70;Västernorrland;;
238800;Företag;Diesel;Automat;12030;2017;SUV;Fyrhjulsdriven;191;Ljusblå;2400;2016-12-14;Volvo;XC60;Västernorrland;;
228900;Företag;Diesel;Automat;12094;2017;Kombi;Fyrhjulsdriven;191;Svart;2400;2017-01-30;Volvo;V60 Cross Country;Västernorrland;;
80000;Privat;Diesel;Automat;28458;2008;Kombi;Fyrhjulsdriven;206;Svart;2401;2008-02-27;Volvo;V70;Västernorrland;;
30000;Privat;Bensin;Manuell;19915;1988;Sedan;Tvåhjulsdriven;116;Vit;2316;1987-12-28;Volvo;740;Västernorrland;;
269700;Företag;Diesel;Automat;13268;2018;Kombi;Fyrhjulsdriven;191;Grå;1969;2018-02-01;Volvo;V90;Västernorrland;;
239700;Företag;Diesel;Automat;10885;2015;Kombi;Fyrhjulsdriven;181;Svart;2400;2015-04-07;Volvo;V70;Västernorrland;;
378800;Företag;Bensin;Automat;7108;2021;Kombi;Tvåhjulsdriven;198;Grå;1969;2020-12-21;Volvo;V90;Västernorrland;;
15000;Privat;Bensin;Manuell;33317;2002;Kombi;Tvåhjulsdriven;200;Blå;2435;2002-01-09;Volvo;V70;Västernorrland;;
75000;Privat;Bensin;Manuell;10921;2004;Kombi;Tvåhjulsdriven;170;Grön;2435;2004-06-15;Volvo;V70;Västernorrland;;
289900;Företag;Diesel;Automat;6321;2020;Kombi;Tvåhjulsdriven;191;Svart;1969;2020-06-25;Volvo;V90;Västernorrland;;
25000;Privat;Bensin;Automat;26579;2004;Sedan;Tvåhjulsdriven;210;Svart;2521;2004-02-16;Volvo;S60;Västernorrland;;
468900;Företag;Miljöbränsle/hybrid;Automat;2668;2022;Kombi;Fyrhjulsdriven;340;Silver;1969;2021-11-10;Volvo;V60;Västernorrland;;
298900;Företag;Diesel;Automat;12234;2018;SUV;Fyrhjulsdriven;191;Grå;1969;2018-02-20;Volvo;XC60;Västernorrland;;
55000;Privat;Bensin;Manuell;20839;1993;Sedan;Tvåhjulsdriven;116;Blå;2316;1993-04-14;Volvo;244;Västernorrland;;
119000;Företag;Diesel;Manuell;18000;2014;Kombi;Tvåhjulsdriven;164;Vit;1984;2013-06-12;Volvo;V60;Västernorrland;;
249900;Företag;Diesel;Automat;14974;2019;SUV;Fyrhjulsdriven;150;Silver;1969;2018-11-20;Volvo;XC40;Västernorrland;;
79500;Företag;Diesel;Manuell;25369;2012;SUV;Fyrhjulsdriven;215;Brun;2400;2015-04-21;Volvo;XC60;Jönköping;;
389900;Företag;Bensin;Automat;4185;2024;SUV;Tvåhjulsdriven;165;Grön;1969;2023-10-23;Volvo;XC40;Jönköping;;
379000;Företag;Diesel;Automat;6375;2020;SUV;Fyrhjulsdriven;192;Grå;1969;2020-05-29;Volvo;V90 Cross Country;Jönköping;;
289900;Företag;Diesel;Automat;13800;2021;Kombi;Fyrhjulsdriven;198;Röd;1969;2021-03-15;Volvo;V60 Cross Country;Jönköping;;
12900;Privat;Bensin;Manuell;39425;2000;Kombi;Tvåhjulsdriven;141;Grå;2435;2000-06-15;Volvo;V70;Jönköping;;
229900;Företag;Bensin;Automat;12300;2018;Kombi;Tvåhjulsdriven;192;VIt;1969;2018-04-10;Volvo;V90;Jönköping;;
295000;Företag;Miljöbränsle/Hybrid;Automat;15210;2022;Kombi;Fyrhjulsdriven;340;VIt;1969;2022-02-23;Volvo;V90;Jönköping;;
7500;Privat;Bensin;Automat;32799;2001;Sedan;Tvåhjulsdriven;200;Blå;2435;2000-12-01;Volvo;S60;Jönköping;;
128000;Företag;Diesel;Manuell;17641;2014;Kombi;Tvåhjulsdriven;164;Röd;1984;2013-10-24;Volvo;V70;Jönköping;;
148000;Företag;Diesel;Automat;20449;2015;Kombi;Fyrhjulsdriven;181;Silver;2400;2014-10-22;Volvo;V70;Jönköping;;
429000;Företag;Diesel;Automat;16800;2021;SUV;Fyrhjulsdriven;236;Grå;1969;2020-11-10;Volvo;XC90;Jönköping;;
59000;Privat;Bensin;Manuell;21650;2008;Kombi;Tvåhjulsdriven;200;Röd;2521;2008-02-01;Volvo;V70;Jönköping;;
399000;Företag;Diesel;Automat;12800;2018;SUV;Fyrhjulsdriven;236;Grå;1969;2017-09-15;Volvo;XC60;Jönköping;;
238000;Företag;Diesel;Automat;19033;2021;Kombi;Tvåhjulsdriven;198;Mörkblå;1969;2021-02-22;Volvo;V90 ;Jönköping;;
289800;Företag;Diesel;Automat;16624;2021;Kombi;Fyrhjulsdriven;198;Svart;1969;2021-04-16;Volvo;V90 Cross Country;Jönköping;;
162900;Företag;Diesel;Automat;21800;2018;Kombi;Fyrhjulsdriven;191;VIt;2400;2018-02-12;Volvo;V60 Cross Country;Jönköping;;
324900;Företag;Bensin;Automat;3300;2022;SUV;Tvåhjulsdriven;165;Svart;1477;2022-05-31;Volvo;XC40;Jönköping;;
269000;Företag;Bensin;Automat;9987;2021;Kombi;Tvåhjulsdriven;165;Röd;1969;2020-12-21;Volvo;V60;Jönköping;;
164900;Företag;Diesel;Automat;19700;2014;SUV;Fyrhjulsdriven;200;VIt;2400;2014-06-04;Volvo;XC90;Jönköping;;
249500;Företag;Miljöbränsle/Hybrid;Automat;15900;2020;Kombi;Fyrhjulsdriven;340;Silver;1969;2020-06-05;Volvo;V60;Jönköping;;
35750;Privat;Miljöbränsle/Hybrid;Manuell;36663;2008;Kombi;Tvåhjulsdriven;146;Silver;1999;2008-01-10;Volvo;V70;Jönköping;;
304500;Företag;Diesel;Automat;12940;2021;SUV;Tvåhjulsdriven;198;Svart;1969;2021-01-25;Volvo;XC60;Jönköping;;
129900;Företag;Diesel;Manuell;28630;2014;Kombi;Tvåhjulsdriven;181;Blå;1969;2014-04-17;Volvo;V60;Jönköping;;
239000;Privat;Bensin;Automat;15200;2021;SUV;Tvåhjulsdriven;198;Svart;1969;2021-03-31;Volvo;XC40;Jönköping;;
249500;Företag;Diesel;Automat;17327;2018;Kombi;Fyrhjulsdriven;191;Grå;1969;2018-03-21;Volvo;V90;Jönköping;;
339900;Företag;Diesel;Automat;4607;2023;Kombi;Tvåhjulsdriven;200;Mörkblå;1969;2022-09-01;Volvo;V60;Jönköping;;
269000;Företag;Diesel;Automat;17395;2021;Kombi;Fyrhjulsdriven;198;Grå;1969;2021-03-23;Volvo;V60;Jönköping;;
368800;Företag;Miljöbränsle/Hybrid;Automat;8510;2020;Kombi;Fyrhjulsdriven;304;VIt;1969;2020-02-17;Volvo;V60;Jönköping;;
11500;Privat;Bensin;Manuell;29985;2007;Kombi;Tvåhjulsdriven;141;Röd;2435;2007-04-10;Volvo;V70;Jönköping;;
114900;Företag;Diesel;Automat;19889;2012;Kombi;Tvåhjulsdriven;164;Röd;1984;2011-07-18;Volvo;V60;Jönköping;;
204900;Företag;Diesel;Automat;20405;2020;Kombi;Tvåhjulsdriven;191;Silver;1969;2020-03-02;Volvo;V60;Jönköping;;
299000;Företag;Diesel;Automat;16400;2021;Kombi;Fyrhjulsdriven;198;VIt;1969;2021-03-10;Volvo;V90 Cross Country;Jönköping;;
121900;Företag;Diesel;Manuell;23201;2017;SUV;Tvåhjulsdriven;150;Vit;1969;2016-11-29;Volvo;XC60;Jönköping;;
369900;Företag;Diesel;Automat;4324;2022;Kombi;Tvåhjulsdriven;200;Svart;1969;2022-04-12;Volvo;V90;Jönköping;;
419000;Företag;Miljöbränsle/Hybrid;Automat;7140;2022;Kombi;Fyrhjulsdriven;463;Svart;1969;2022-03-21;Volvo;V60;Jönköping;;
479000;Företag;Diesel;Automat;17800;2021;SUV;Fyrhjulsdriven;236;Grå;1969;2020-12-08;Volvo;XC90;Jönköping;;
279500;Företag;Diesel;Automat;13900;2017;Kombi;Fyrhjulsdriven;236;Svart;1969;2016-12-08;Volvo;V90;Jönköping;;
15000;Privat;Diesel;Manuell;40951;2006;Kombi;Tvåhjulsdriven;185;Grå;2400;2005-12-02;Volvo;V70;Jönköping;;
239000;Företag;Bensin;Automat;11672;2019;Kombi;Tvåhjulsdriven;191;Grå;1969;2018-07-19;Volvo;V90;Jönköping;;
139000;Privat;Diesel;Automat;27829;2014;Kombi;Fyrhjulsdriven;215;Vit;2400;2014-02-21;Volvo;XC70;Jönköping;;
34900;Privat;Bensin;Manuell;27247;1996;Sedan;Tvåhjulsdriven;135;Grå;2316;1995-11-24;Volvo;940;Jönköping;;
279900;Företag;Miljöbränsle/Hybrid;Automat;11959;2022;Kombi;Fyrhjulsdriven;340;Svart;1969;2021-06-30;Volvo;V60;Jönköping;;
388900;Företag;Diesel;Automat;5438;2022;SUV;Fyrhjulsdriven;198;Mörkblå;1969;2022-02-11;Volvo;XC60;Jönköping;;
189800;Företag;Diesel;Automat;18900;2017;SUV;Tvåhjulsdriven;191;Silver;1969;2017-06-12;Volvo;XC60;Jönköping;;
124800;Företag;Diesel;Automat;21203;2013;Kombi;Tvåhjulsdriven;165;Blå;1984;2012-06-20;Volvo;V60;Jönköping;;
340000;Privat;Bensin;Automat;7000;2021;Kombi;Tvåhjulsdriven;251;Grå;1969;2020-09-15;Volvo;V90;Jönköping;;
214000;Företag;Diesel;Automat;14950;2019;Kombi;Tvåhjulsdriven;150;VIt;1969;2019-04-29;Volvo;V60;Jönköping;;
288000;Företag;Diesel;Automat;17429;2020;Kombi;Fyrhjulsdriven;200;Svart;1969;2019-11-15;Volvo;V90;Jönköping;;
227900;Företag;Diesel;Automat;12000;2017;Kombi;Tvåhjulsdriven;150;Silver;1969;2017-02-10;Volvo;V90;Jönköping;;
329700;Företag;Diesel;Automat;13400;2017;Kombi;Fyrhjulsdriven;236;Mörkbrun;1969;2017-02-02;Volvo;V90 Cross Country;Jönköping;;
284 800 ;Företag;Bensin;Automat;4 947;2022;SUV;Tvåhjulsdriven;131;Röd;1477 ;2022-03-31;Volvo;XC40;Uppsala;;
699500;Företag;Miljöbränsle/Hybrid;Automat;5 908;2023;SUV;Fyrhjulsdriven;463;Grå;1969 ;2022-10-10;Volvo;XC90;Uppsala;;
759500;Företag;Miljöbränsle/Hybrid;Automat;2 829;2023;SUV;Fyrhjulsdriven;463 ;Silver;1969 ;2023-04-12;Volvo;XC90;Uppsala;;
18000;Privat;Bensin;Automat;43 685;2004;Kombi;Tvåhjulsdriven;210 ;Blå;2521 ;2003-09-19;Volvo;V70;Uppsala;;
619500;Företag;Miljöbränsle/Hybrid;Automat;7 580;2022;SUV;Fyrhjulsdriven;398 ;Svart;1969 ;2021-06-15;Volvo;XC90;Uppsala;;
78800;Företag;Miljöbränsle/Hybrid;Manuell;12 186;2011;Sedan;Tvåhjulsdriven;146 ;Röd;1999 ;2011-05-09;Volvo;S40;Uppsala;;
229900;Företag;Diesel;Automat;7 751;2019;Halvkombi;Tvåhjulsdriven;150 ;Grå;1969 ;2019-06-12;Volvo;V40 Cross Country;Uppsala;;
439900;Företag;Miljöbränsle/Hybrid;Automat;7 706;2020;SUV;Fyrhjulsdriven;392 ;Röd;1969 ;2020-06-08;Volvo;XC60;Uppsala;;
309900;Företag;Miljöbränsle/Hybrid;Automat;16 411;2020;SUV;Fyrhjulsdriven;392 ;Vit;1969 ;2020-05-29;Volvo;XC60;Uppsala;;
84800;Företag;Miljöbränsle/Hybrid;Manuell;16 776;2011;Kombi;Tvåhjulsdriven;146 ;Grå;1999 ;2010-11-12;Volvo;V70;Uppsala;;
132 800 ;Företag;Diesel;Automat;29 998;2015;Kombi;Fyrhjulsdriven;181 ;Ljusbrun;2400 ;2015-03-09;Volvo;V70;Uppsala;;
419800;Företag;Diesel;Automat;4 730;2023;Kombi;Tvåhjulsdriven;198 ;Grå;1969 ;2023-09-07;Volvo;V60;Uppsala;;
269800;Företag;Diesel;Automat;11 137;2020;Kombi;Tvåhjulsdriven;191 ;Svart;1969 ;2019-12-12;Volvo;V60;Uppsala;;
284800;Företag;Diesel;Automat;9 285;2017;Kombi;Fyrhjulsdriven;236 ;Grå;1969 ;2016-10-13;Volvo;V90;Uppsala;;
589800;Företag;Miljöbränsle/Hybrid;Automat;8 465;2021;SUV;Fyrhjulsdriven;392 ;Vit;1969 ;2020-08-14;Volvo;XC90;Uppsala;;
359800;Företag;Diesel;Automat;16 850;2021;SUV;Fyrhjulsdriven;236 ;Svart;1969 ;2020-10-15;Volvo;XC60;Uppsala;;
119800;Företag;Diesel;Automat;17 200;2011;Kombi;Fyrhjulsdriven;225 ;Svart;2400 ;2010-06-04;Volvo;V70;Uppsala;;
314900;Företag;Bensin;Automat;3 725;2022;SUV;Tvåhjulsdriven;131 ;Svart;1477 ;2022-02-10;Volvo;XC40;Uppsala;;
479400;Företag;El;Automat;923;2023;SUV;Fyrhjulsdriven;414 ;Grå;NA;2022-09-26;Volvo;XC40;Uppsala;;
459900;Företag;El;Automat;1 774;2024;SUV;Tvåhjulsdriven;256 ;Silver;NA;2023-11-24;Volvo;XC40;Uppsala;;
219800;Företag;Diesel;Automat;15 946;2017;Sedan;Tvåhjulsdriven;191 ;Svart;1969 ;2017-03-17;Volvo;S90;Uppsala;;
314700;Företag;Bensin;Automat;7 716;2022;SUV;Tvåhjulsdriven;164 ;Svart;1477 ;2021-08-03;Volvo;XC40;Uppsala;;
339 900 ;Företag;El;Automat;9 379;2022;SUV;Tvåhjulsdriven;234 ;Silver;NA;2022-05-10;Volvo;XC40;Uppsala;;
419900;Företag;Diesel;Automat;2 860;2023;Kombi;Tvåhjulsdriven;200 ;Grå;1969 ;2023-05-25;Volvo;V60;Uppsala;;
259900;Företag;Bensin;Manuell;6 063;2022;SUV;Tvåhjulsdriven;131 ;Röd;1477 ;2022-01-24;Volvo;XC40;Uppsala;;
349300;Företag;El;Automat;534;2024;SUV;Tvåhjulsdriven;275 ;Grå;NA;2024-03-29;Volvo;EX30;Uppsala;;
529900;Företag;Diesel;Automat;7 106;2023;SUV;Fyrhjulsdriven;200 ;Mörkblå;1969 ;2023-01-30;Volvo;XC60;Uppsala;;
314900;Företag;Bensin;Automat;3 665;2021;Kombi;Tvåhjulsdriven;200 ;Svart;1969 ;2021-06-08;Volvo;V60;Uppsala;;
429 400 ;Företag;Miljöbränsle/Hybrid;Automat;2 176;2024;Kombi;Fyrhjulsdriven;355 ;Grå;1969 ;2023-12-21;Volvo;V90;Uppsala;;
219800;Företag;Diesel;Automat;14 096;2019;Kombi;Tvåhjulsdriven;150 ;Svart;1969 ;2018-09-03;Volvo;V60;Uppsala;;
149800;Företag;Bensin;Automat;20 455;2018;Kombi;Tvåhjulsdriven;153 ;Vit;1498 ;2018-04-05;Volvo;V60;Uppsala;;
298900;Företag;Diesel;Automat;16 300;2021;Kombi;Fyrhjulsdriven;198 ;Svart;1969 ;2021-03-24;Volvo;V90 Cross Country;Uppsala;;
68500;Privat;Diesel;Manuell;22 640;2012;Kombi;Tvåhjulsdriven;116 ;Grå;1560 ;2011-12-01;Volvo;V70;Uppsala;;
339800;Företag;Diesel;Automat;8 794;2021;Kombi;Fyrhjulsdriven;198 ;Svart;1969 ;2021-01-11;Volvo;V90;Uppsala;;
438 900 ;Företag;Diesel;Automat;5 733;2023;Kombi;Fyrhjulsdriven;198 ;Vit;1969 ;2022-10-03;Volvo;V90 Cross Country;Uppsala;;
562900;Företag;El;Automat;0;2025;SUV;Tvåhjulsdriven;256 ;Grå;NA;NA;Volvo;EX40;Uppsala;;
562900;Företag;El;Automat;0;2025;SUV;Tvåhjulsdriven;256 ;Grå;NA;NA;Volvo;EX40;Uppsala;;
39000;Privat;Bensin;Manuell;25 100;2010;Kombi;Tvåhjulsdriven;146 ;Brun;1999 ;2009-05-26;Volvo;V70;Uppsala;;
319900;Företag;Miljöbränsle/Hybrid;Automat;11 000;2020;Kombi;Fyrhjulsdriven;198 ;Röd;1969 ;2021-03-23;Volvo;V60 Cross Country;Uppsala;;
419000;Företag;Miljöbränsle/Hybrid;Automat;8 141;2020;SUV;Fyrhjulsdriven;392 ;Grå;1969 ;2020-07-06;Volvo;XC60;Uppsala;;
348800;Företag;Diesel;Automat;4 931;2021;Kombi;Tvåhjulsdriven;198 ;Grå;1969 ;2021-03-29;Volvo;V90;Uppsala;;
259800;Företag;Bensin;Automat;8 702;2020;Kombi;Tvåhjulsdriven;191 ;Vit;1969 ;2020-06-15;Volvo;V60;Uppsala;;
115000;Privat;Diesel;Manuell;13 454;2013;Halvkombi;Tvåhjulsdriven;116 ;Brun;1560 ;2012-10-05;Volvo;V40;Uppsala;;
229900;Företag;Diesel;Automat;29 678;2019;Kombi;Fyrhjulsdriven;236 ;Mörkgrå;1969 ;2018-05-15;Volvo;V90 Cross Country;Uppsala;;
339800;Företag;Diesel;Automat;14 044;2019;SUV;Fyrhjulsdriven;236 ;Grå;1969 ;2018-06-04;Volvo;XC60;Uppsala;;
199900;Företag;Diesel;Automat;24 753;2020;Kombi;Fyrhjulsdriven;191 ;Svart;1969 ;2019-11-29;Volvo;V60 Cross Country;Uppsala;;
249900;Företag;Miljöbränsle/Hybrid;Automat;20 712;2020;Kombi;Fyrhjulsdriven;340 ;Svart;1969 ;2020-06-01;Volvo;V60;Uppsala;;
299900;Företag;Miljöbränsle/Hybrid;Automat;15 270;2021;Kombi;Fyrhjulsdriven;340 ;Svart;1969 ;2020-12-16;Volvo;V60;Uppsala;;
274900;Företag;Miljöbränsle/Hybrid;Automat;19 128;2020;Kombi;Fyrhjulsdriven;392 ;Vit;1969 ;2020-03-31;Volvo;V60;Uppsala;;
199900;Företag;Miljöbränsle/Hybrid;Automat;12 556;2018;Kombi;Fyrhjulsdriven;232 ;Grå;2400 ;2018-04-25;Volvo;V60;Uppsala;;
55000;Privat;Diesel;Automat;35727;2008;SUV;Fyrhjulsdriven ;185;Blå;2401;2008-05-28;Volvo;XC90;Kronoberg;;
279000;Företag;Diesel;Automat;16500;2021;Sedan;Fyrhjulsdriven ;198;Vit;1969;2021-01-15;Volvo;V60 Cross Country;Kronoberg;;
149900;Företag;Diesel;Automat;23304;2014;SUV;Tvåhjulsdriven;181;Svart;1969;2014-04-30;Volvo;XC60;Kronoberg;;
539000;Företag;Miljöbränsle/Hybrid;Automat;5626;2024;SUV;Fyrhjulsdriven ;355;Mörkblå;1969;2023-12-18;Volvo;XC60;Kronoberg;;
254900;Företag;Miljöbränsle/Hybrid;Automat;17220;2021;Kombi;Tvåhjulsdriven;198;Grå;1969;2021-01-29;Volvo;V90;Kronoberg;;
100000;Privat;Diesel ;Manuell;20906;2013;Kombi;Tvåhjulsdriven;164;Grå;1984;2012-12-29;Volvo;V70;Kronoberg;;
459000;Företag;El;Automat;3337;2024;SUV;Tvåhjulsdriven;256;Grå;NA;2023-09-27;Volvo;XC40;Kronoberg;;
75000;Privat;Diesel ;Automat;32167;2010;Kombi;Tvåhjulsdriven;176;Vit;2400;2009-09-07;Volvo;V70;Kronoberg;;
45000;Privat;Bensin;Manuell;24936;2009;Kombi;Tvåhjulsdriven;146;Grå;1999;2008-09-18;Volvo;V70;Kronoberg;;
109000;Företag;Bensin;Manuell;1590;2013;Kombi;Tvåhjulsdriven;180;Svart;1596;2013-01-25;Volvo;V60;Kronoberg;;
74900;Företag;Diesel ;Manuell;16581;2010;Kombi;Tvåhjulsdriven;109;Svart;1650;2009-06-30;Volvo;V50;Kronoberg;;
14000;Privat;Bensin;Manuell;33825;2006;Kombi;Tvåhjulsdriven;170;Grå;2435;2006-07-24;Volvo;V70;Kronoberg;;
89900;Privat;Diesel;Manuell;24800;2014;Kombi;Tvåhjulsdriven;116;Svart;1560;2013-11-06;Volvo;V60;Kronoberg;;
294900;Företag;Diesel ;Automat;10300;2019;Kombi;Fyrhjulsdriven ;191;Vit;1969;2019-02-21;Volvo;V60 Cross Country;Kronoberg;;
124900;Företag;Diesel;Automat;21930;2013;SUV;Tvåhjulsdriven;164;Vit;1984;2012-12-10;Volvo;XC60;Kronoberg;;
287000;Företag;Diesel ;Automat;15000;2019;Kombi;Fyrhjulsdriven ;191;Silver;1969;2018-12-03;Volvo;V90 Cross Country;Kronoberg;;
180000;Privat;Diesel ;Manuell;18739;2016;SUV;Fyrhjulsdriven ;191;Vit;2400;2015-05-28;Volvo;XC60;Kronoberg;;
359000;Företag;El;Automat;3865;2023;SUV;Tvåhjulsdriven;234;Svart;NA;2023-02-17;Volvo;XC40;Kronoberg;;
334898;Företag;Diesel ;Automat;7931;2022;Kombi;Fyrhjulsdriven ;198;Vit;1969;2021-12-29;Volvo;V60 Cross Country;Kronoberg;;
229900;Företag;Diesel ;Automat;14371;2019;Kombi;Tvåhjulsdriven;192;Silver;1969;2018-10-05;Volvo;V60;Kronoberg;;
164900;Företag;Diesel ;Automat;19870;2014;SUV;Fyrhjulsdriven ;200;Vit;2400;2014-08-29;Volvo;XC90;Kronoberg;;
125000;Privat;Diesel ;Manuell;25000;2015;Kombi;Tvåhjulsdriven;181;Silver;1969;2014-10-15;Volvo;V60;Kronoberg;;
349000;Företag;Bensin;Automat;8413;2018;SUV;Fyrhjulsdriven ;253;Mörkgrå;1969;2018-03-08;Volvo;XC60;Kronoberg;;
245000;Företag;Diesel ;Automat;11142;2020;Kombi;Tvåhjulsdriven;151;Grå;1969;2019-07-23;Volvo;V60;Kronoberg;;
247000;Företag;Diesel ;Manuell;14028;2016;SUV;Fyrhjulsdriven ;184;Silver;2400;2015-11-12;Volvo;XC70;Kronoberg;;
89000;Privat;Bensin;Automat;28278;2012;Kombi;Tvåhjulsdriven;241;Grå;1999;2011-12-09;Volvo;V60;Kronoberg;;
329900;Företag;Bensin;Automat;14007;2020;Sedan;Fyrhjulsdriven ;251;Blå;1969;2019-09-05;Volvo;S60;Kronoberg;;
409000;Företag;Diesel ;Automat;12500;2022;Kombi;Fyrhjulsdriven ;198;Svart;1969;2021-06-24;Volvo;V90 Cross Country;Kronoberg;;
198900;Företag;Diesel ;Automat;19485;2016;SUV;Fyrhjulsdriven ;191;Blå;2400;2015-07-29;Volvo;XC60;Kronoberg;;
249000;Företag;Diesel ;Automat;12522;2017;Kombi;Fyrhjulsdriven ;192;Ljusbrun;1969;2017-01-09;Volvo;V90;Kronoberg;;
75000;Privat;Diesel ;Manuell;22287;2012;Kombi;Tvåhjulsdriven;116;Svart;1560;2011-11-30;Volvo;V60;Kronoberg;;
10000;Privat;Bensin;Manuell;45363;2001;Kombi;Tvåhjulsdriven;251;Grå;2319;2001-06-28;Volvo;V70;Kronoberg;;
369000;Företag;El;Automat;4649;2022;SUV;Tvåhjulsdriven;234;Silver;NA;2022-02-03;Volvo;XC40;Kronoberg;;
279900;Företag;Diesel ;Automat;8830;2018;SUV;Fyrhjulsdriven ;191;Vit;1969;2018-04-10;Volvo;XC40;Kronoberg;;
489500;Företag;El;Automat;4060;2024;SUV;Tvåhjulsdriven;256;Grå;NA;2023-09-05;Volvo;XC40;Kronoberg;;
339000;Företag;Miljöbränsle/Hybrid;Automat;8820;2021;SUV;Tvåhjulsdriven;214;Svart;1477;2021-04-20;Volvo;XC40;Kronoberg;;
346900;Företag;Diesel ;Automat;7817;2021;Kombi;Tvåhjulsdriven;191;Vit;1969;2020-08-13;Volvo;V60;Kronoberg;;
144900;Företag;Diesel ;Manuell;13649;2014;Kombi;Tvåhjulsdriven;181;Silver;1969;2013-12-27;Volvo;V60;Kronoberg;;
199000;Företag;Diesel ;Automat;11174;2019;Halvkombi;Tvåhjulsdriven;150;Svart;1969;2019-03-18;Volvo;V40 Cross Country;Kronoberg;;
59000;Privat;Diesel ;Automat;30384;2008;Kombi;Tvåhjulsdriven;185;Grå;2400;2008-05-05;Volvo;V70;Kronoberg;;
69500;Företag;Bensin;Manuell;20800;2008;Kombi;Tvåhjulsdriven;170;Grå;2435;2007-09-12;Volvo;V70;Kronoberg;;
59500;Företag;Diesel ;Manuell;22400;2011;Kombi;Tvåhjulsdriven;115;Blå;1560;2010-07-05;Volvo;V50;Kronoberg;;
289500;Företag;Bensin;Automat;9686;2019;Kombi;Tvåhjulsdriven;253;Vit;1969;2019-01-25;Volvo;V60;Kronoberg;;
99900;Företag;Bensin;Manuell;10885;2007;Sedan;Tvåhjulsdriven;210;Mörkröd;2521;2006-12-20;Volvo;S60;Kronoberg;;
449000;Företag;Diesel ;Automat;1800;2024;Sedan;Fyrhjulsdriven ;198;Grå;1969;2023-08-23;Volvo;V60 Cross Country;Kronoberg;;
199000;Företag;Diesel ;Automat;13990;2017;SUV;Tvåhjulsdriven;151;Svart;1969;2016-05-31;Volvo;XC60;Kronoberg;;
349000;Företag;Diesel ;Automat;11400;2023;Sedan;Fyrhjulsdriven ;198;Svart;1969;2023-02-02;Volvo;V60 Cross Country;Kronoberg;;
95000;Privat;Diesel;Manuell;21934;2014;Sedan;Tvåhjulsdriven;164;Vit;1984;2013-11-20;Volvo;S60;Kronoberg;;
289900;Företag;Bensin;Automat;11980;2021;Kombi;Tvåhjulsdriven;198;Vit;1969;2021-01-28;Volvo;V90;Kronoberg;;
70000;Privat;Diesel ;Manuell;34000;2012;Kombi;Tvåhjulsdriven;164;Svart;1984;2012-04-26;Volvo;V70;Kronoberg;;
149900;Företag;Diesel;Automat;19520;2017;Sedan;Tvåhjulsdriven;191;Svart;1969;2016-10-03;Volvo;S60;Halland;;
59900;Företag;Bensin;Manuell;18660;2007;Kombi;Tvåhjulsdriven;170;Svart;2435;2007-03-12;Volvo;V70;Halland;;
144900;Företag;Diesel;Automat;22677;2012;Kombi;Fyrhjulsdriven;164;Blå;2400;2012-03-22;Volvo;XC70;Halland;;
62900;Företag;Bensin;Automat;23200;2007;Sedan;Tvåhjulsdriven;238;Grå;3192;2007-02-15;Volvo;S80;Halland;;
169900;Företag;Diesel;Automat;18500;2015;SUV;Tvåhjulsdriven;181;Svart;1969;2014-09-22;Volvo;XC60;Halland;;
499000;Företag;Miljöbränsle/Hybrid;Automat;4178;2022;SUV;Fyrhjulsdriven;355;Svart;1969;2022-04-08;Volvo;XC60;Halland;;
33000;Privat;Diesel;Manuell;43089;1979;Kombi;Tvåhjulsdriven;82;Grön;2383;1979-02-20;Volvo;245;Halland;;
35000;Privat;Diesel;Manuell;30727;2010;Halvkombi;Tvåhjulsdriven;109;Svart;1560;2010-04-26;Volvo;C30;Halland;;
169900;Företag;Diesel;Automat;16646;2018;Kombi;Tvåhjulsdriven;151;Blå;1969;2017-10-31;Volvo;V60;Halland;;
24500;Företag;Bensin;Manuell;21690;2004;Sedan;Tvåhjulsdriven;141;Ljusgrå;2435;2004-06-16;Volvo;S80;Halland;;
559900;Företag;El;Automat;0;2025;SUV;Fyrhjulsdriven;434;Ljusblå;NA;NA;Volvo;EX30;Halland;;
